table_name,column_name,data_type,ordinal_position,character_maximum_length
triage_vital_sign,uuid,character varying,18,255
triage_vital_sign_duplicates,id,integer,1,NULL
triage_vital_sign_duplicates,facility_id,integer,3,NULL
triage_vital_sign_duplicates,created_date,timestamp without time zone,4,NULL
triage_vital_sign_duplicates,last_modified_date,timestamp without time zone,5,NULL
triage_vital_sign_duplicates,archived,integer,10,NULL
triage_vital_sign_duplicates,body_weight,double precision,11,NULL
triage_vital_sign_duplicates,diastolic,double precision,12,NULL
triage_vital_sign_duplicates,systolic,double precision,13,NULL
triage_vital_sign_duplicates,height,double precision,14,NULL
triage_vital_sign_duplicates,temperature,double precision,15,NULL
triage_vital_sign_duplicates,pulse,double precision,16,NULL
triage_vital_sign_duplicates,respiratory_rate,double precision,17,NULL
triage_vital_sign_duplicates,capture_date,timestamp without time zone,18,NULL
triage_vital_sign_duplicates,person_uuid,character varying,2,230
triage_vital_sign_duplicates,last_modified_by,character varying,7,239
triage_vital_sign_duplicates,uuid,character varying,8,NULL
triage_vital_sign_duplicates,visit_id,character varying,9,50
triage_vital_sign_duplicates,created_by,character varying,6,230
